testId,variant,sex,ageMin,ageMax,minScore,maxScore,percentile,classification
test_sit_and_reach,Default,FEMALE,41,62,15,29,60,Healthy Fitness Zone
test_sit_and_reach,Default,FEMALE,41,62,30,55,90,Superior
test_sit_and_reach,Default,MALE,63,99,-30,8,40,Needs Improvement
test_sit_and_reach,Default,MALE,63,99,9,19,60,Healthy Fitness Zone
test_sit_and_reach,Default,MALE,63,99,20,45,90,Superior
test_sit_and_reach,Default,FEMALE,63,99,-30,11,40,Needs Improvement
test_sit_and_reach,Default,FEMALE,63,99,12,24,60,Healthy Fitness Zone
test_sit_and_reach,Default,FEMALE,63,99,25,50,90,Superior
test_beep,Default,MALE,5,12,1,4.9,40,Needs Improvement
test_beep,Default,MALE,5,12,5,7.9,60,Healthy Fitness Zone
test_beep,Default,MALE,5,12,8,15,90,Superior
test_beep,Default,FEMALE,5,12,1,3.9,40,Needs Improvement
test_beep,Default,FEMALE,5,12,4,6.9,60,Healthy Fitness Zone
test_beep,Default,FEMALE,5,12,7,15,90,Superior
test_beep,Default,MALE,13,19,1,6.9,40,Needs Improvement
test_beep,Default,MALE,13,19,7,10.9,60,Healthy Fitness Zone
test_beep,Default,MALE,13,19,11,15,90,Superior
test_beep,Default,FEMALE,13,19,1,4.9,40,Needs Improvement
test_beep,Default,FEMALE,13,19,5,8.9,60,Healthy Fitness Zone
test_beep,Default,FEMALE,13,19,9,15,90,Superior
test_beep,Default,MALE,20,40,1,5.9,40,Needs Improvement
test_beep,Default,MALE,20,40,6,9.9,60,Healthy Fitness Zone
test_beep,Default,MALE,20,40,10,15,90,Superior
test_beep,Default,FEMALE,20,40,1,4.9,40,Needs Improvement
test_beep,Default,FEMALE,20,40,5,7.9,60,Healthy Fitness Zone
test_beep,Default,FEMALE,20,40,8,15,90,Superior
test_beep,Default,MALE,41,62,1,4.9,40,Needs Improvement
test_beep,Default,MALE,41,62,5,7.9,60,Healthy Fitness Zone
test_beep,Default,MALE,41,62,8,15,90,Superior
test_beep,Default,FEMALE,41,62,1,3.9,40,Needs Improvement
test_beep,Default,FEMALE,41,62,4,6.9,60,Healthy Fitness Zone
test_beep,Default,FEMALE,41,62,7,15,90,Superior
test_beep,Default,MALE,63,99,1,2.9,40,Needs Improvement
test_beep,Default,MALE,63,99,3,5.9,60,Healthy Fitness Zone
test_beep,Default,MALE,63,99,6,15,90,Superior
test_beep,Default,FEMALE,63,99,1,2.9,40,Needs Improvement
test_beep,Default,FEMALE,63,99,3,4.9,60,Healthy Fitness Zone
test_beep,Default,FEMALE,63,99,5,15,90,Superior
test_flamingo_balance,Default,MALE,5,12,11,99,40,Needs Improvement
test_flamingo_balance,Default,MALE,5,12,5,10,60,Healthy Fitness Zone
test_flamingo_balance,Default,MALE,5,12,0,4,90,Superior
test_flamingo_balance,Default,FEMALE,5,12,10,99,40,Needs Improvement
test_flamingo_balance,Default,FEMALE,5,12,4,9,60,Healthy Fitness Zone
test_flamingo_balance,Default,FEMALE,5,12,0,3,90,Superior
test_flamingo_balance,Default,MALE,13,19,8,99,40,Needs Improvement
test_flamingo_balance,Default,MALE,13,19,3,7,60,Healthy Fitness Zone
test_flamingo_balance,Default,MALE,13,19,0,2,90,Superior
test_flamingo_balance,Default,FEMALE,13,19,7,99,40,Needs Improvement
test_flamingo_balance,Default,FEMALE,13,19,2,6,60,Healthy Fitness Zone
test_flamingo_balance,Default,FEMALE,13,19,0,1,90,Superior
test_flamingo_balance,Default,MALE,20,40,6,99,40,Needs Improvement
test_flamingo_balance,Default,MALE,20,40,2,5,60,Healthy Fitness Zone
test_flamingo_balance,Default,MALE,20,40,0,1,90,Superior
test_flamingo_balance,Default,FEMALE,20,40,5,99,40,Needs Improvement
test_flamingo_balance,Default,FEMALE,20,40,2,4,60,Healthy Fitness Zone
test_flamingo_balance,Default,FEMALE,20,40,0,1,90,Superior
test_flamingo_balance,Default,MALE,41,62,8,99,40,Needs Improvement
test_flamingo_balance,Default,MALE,41,62,3,7,60,Healthy Fitness Zone
test_flamingo_balance,Default,MALE,41,62,0,2,90,Superior
test_flamingo_balance,Default,FEMALE,41,62,7,99,40,Needs Improvement
test_flamingo_balance,Default,FEMALE,41,62,3,6,60,Healthy Fitness Zone
test_flamingo_balance,Default,FEMALE,41,62,0,2,90,Superior
test_flamingo_balance,Default,MALE,63,99,10,99,40,Needs Improvement
test_flamingo_balance,Default,MALE,63,99,5,9,60,Healthy Fitness Zone
test_flamingo_balance,Default,MALE,63,99,0,4,90,Superior
test_flamingo_balance,Default,FEMALE,63,99,9,99,40,Needs Improvement
test_flamingo_balance,Default,FEMALE,63,99,4,8,60,Healthy Fitness Zone
test_flamingo_balance,Default,FEMALE,63,99,0,3,90,Superior
test_sit_up,Default,MALE,5,12,0,19,40,Needs Improvement
test_sit_up,Default,MALE,5,12,20,34,60,Healthy Fitness Zone
test_sit_up,Default,MALE,5,12,35,80,90,Superior
test_sit_up,Default,FEMALE,5,12,0,17,40,Needs Improvement
test_sit_up,Default,FEMALE,5,12,18,29,60,Healthy Fitness Zone
test_sit_up,Default,FEMALE,5,12,30,80,90,Superior
test_sit_up,Default,MALE,13,19,0,29,40,Needs Improvement
test_sit_up,Default,MALE,13,19,30,44,60,Healthy Fitness Zone
test_sit_up,Default,MALE,13,19,45,80,90,Superior
test_sit_up,Default,FEMALE,13,19,0,24,40,Needs Improvement
test_sit_up,Default,FEMALE,13,19,25,39,60,Healthy Fitness Zone
test_sit_up,Default,FEMALE,13,19,40,80,90,Superior
test_sit_up,Default,MALE,20,40,0,29,40,Needs Improvement
test_sit_up,Default,MALE,20,40,30,44,60,Healthy Fitness Zone
test_sit_up,Default,MALE,20,40,45,80,90,Superior
test_sit_up,Default,FEMALE,20,40,0,24,40,Needs Improvement
test_sit_up,Default,FEMALE,20,40,25,39,60,Healthy Fitness Zone
test_sit_up,Default,FEMALE,20,40,40,80,90,Superior
test_sit_up,Default,MALE,41,62,0,24,40,Needs Improvement
test_sit_up,Default,MALE,41,62,25,39,60,Healthy Fitness Zone
test_sit_up,Default,MALE,41,62,40,80,90,Superior
test_sit_up,Default,FEMALE,41,62,0,19,40,Needs Improvement
test_sit_up,Default,FEMALE,41,62,20,34,60,Healthy Fitness Zone
test_sit_up,Default,FEMALE,41,62,35,80,90,Superior
test_sit_up,Default,MALE,63,99,0,14,40,Needs Improvement
test_sit_up,Default,MALE,63,99,15,29,60,Healthy Fitness Zone
test_sit_up,Default,MALE,63,99,30,80,90,Superior
test_sit_up,Default,FEMALE,63,99,0,11,40,Needs Improvement
test_sit_up,Default,FEMALE,63,99,12,24,60,Healthy Fitness Zone
test_sit_up,Default,FEMALE,63,99,25,80,90,Superior
test_10x5_shuttle_run,Default,MALE,5,12,25.01,40,40,Needs Improvement
test_10x5_shuttle_run,Default,MALE,5,12,21.01,25,60,Healthy Fitness Zone
test_10x5_shuttle_run,Default,MALE,5,12,15,21,90,Superior
test_10x5_shuttle_run,Default,FEMALE,5,12,26.01,40,40,Needs Improvement
test_10x5_shuttle_run,Default,FEMALE,5,12,22.01,26,60,Healthy Fitness Zone
test_10x5_shuttle_run,Default,FEMALE,5,12,16,22,90,Superior
test_10x5_shuttle_run,Default,MALE,13,19,22.01,40,40,Needs Improvement
test_10x5_shuttle_run,Default,MALE,13,19,18.01,22,60,Healthy Fitness Zone
test_10x5_shuttle_run,Default,MALE,13,19,13,18,90,Superior
test_10x5_shuttle_run,Default,FEMALE,13,19,23.01,40,40,Needs Improvement
test_10x5_shuttle_run,Default,FEMALE,13,19,19.01,23,60,Healthy Fitness Zone
test_10x5_shuttle_run,Default,FEMALE,13,19,14,19,90,Superior
test_10x5_shuttle_run,Default,MALE,20,40,21.01,40,40,Needs Improvement
test_10x5_shuttle_run,Default,MALE,20,40,17.01,21,60,Healthy Fitness Zone
test_10x5_shuttle_run,Default,MALE,20,40,12,17,90,Superior
test_10x5_shuttle_run,Default,FEMALE,20,40,22.01,40,40,Needs Improvement
test_10x5_shuttle_run,Default,FEMALE,20,40,18.01,22,60,Healthy Fitness Zone
test_10x5_shuttle_run,Default,FEMALE,20,40,13,18,90,Superior
test_10x5_shuttle_run,Default,MALE,41,62,23.01,45,40,Needs Improvement
test_10x5_shuttle_run,Default,MALE,41,62,19.01,23,60,Healthy Fitness Zone
test_10x5_shuttle_run,Default,MALE,41,62,14,19,90,Superior
test_10x5_shuttle_run,Default,FEMALE,41,62,24.01,45,40,Needs Improvement
test_10x5_shuttle_run,Default,FEMALE,41,62,20.01,24,60,Healthy Fitness Zone
test_10x5_shuttle_run,Default,FEMALE,41,62,15,20,90,Superior
test_10x5_shuttle_run,Default,MALE,63,99,26.01,60,40,Needs Improvement
test_10x5_shuttle_run,Default,MALE,63,99,21.01,26,60,Healthy Fitness Zone
test_10x5_shuttle_run,Default,MALE,63,99,16,21,90,Superior
test_10x5_shuttle_run,Default,FEMALE,63,99,27.01,60,40,Needs Improvement
test_10x5_shuttle_run,Default,FEMALE,63,99,22.01,27,60,Healthy Fitness Zone
test_10x5_shuttle_run,Default,FEMALE,63,99,17,22,90,Superior
test_1_5_mile_run,Default,MALE,5,12,901,2000,40,Needs Improvement
test_1_5_mile_run,Default,MALE,5,12,661,900,60,Healthy Fitness Zone
test_1_5_mile_run,Default,MALE,5,12,300,660,90,Superior
test_1_5_mile_run,Default,FEMALE,5,12,961,2000,40,Needs Improvement
test_1_5_mile_run,Default,FEMALE,5,12,721,960,60,Healthy Fitness Zone
test_1_5_mile_run,Default,FEMALE,5,12,330,720,90,Superior
test_1_5_mile_run,Default,MALE,13,19,841,2000,40,Needs Improvement
test_1_5_mile_run,Default,MALE,13,19,601,840,60,Healthy Fitness Zone
test_1_5_mile_run,Default,MALE,13,19,280,600,90,Superior
test_1_5_mile_run,Default,FEMALE,13,19,901,2000,40,Needs Improvement
test_1_5_mile_run,Default,FEMALE,13,19,661,900,60,Healthy Fitness Zone
test_1_5_mile_run,Default,FEMALE,13,19,300,660,90,Superior
test_1_5_mile_run,Default,MALE,20,40,781,2000,40,Needs Improvement
test_1_5_mile_run,Default,MALE,20,40,541,780,60,Healthy Fitness Zone
test_1_5_mile_run,Default,MALE,20,40,240,540,90,Superior
test_1_5_mile_run,Default,FEMALE,20,40,841,2000,40,Needs Improvement
test_1_5_mile_run,Default,FEMALE,20,40,601,840,60,Healthy Fitness Zone
test_1_5_mile_run,Default,FEMALE,20,40,270,600,90,Superior
test_1_5_mile_run,Default,MALE,41,62,901,2000,40,Needs Improvement
test_1_5_mile_run,Default,MALE,41,62,661,900,60,Healthy Fitness Zone
test_1_5_mile_run,Default,MALE,41,62,300,660,90,Superior
test_1_5_mile_run,Default,FEMALE,41,62,961,2000,40,Needs Improvement
test_1_5_mile_run,Default,FEMALE,41,62,721,960,60,Healthy Fitness Zone
test_1_5_mile_run,Default,FEMALE,41,62,330,720,90,Superior
test_1_5_mile_run,Default,MALE,63,99,1021,2500,40,Needs Improvement
test_1_5_mile_run,Default,MALE,63,99,781,1020,60,Healthy Fitness Zone
test_1_5_mile_run,Default,MALE,63,99,360,780,90,Superior
test_1_5_mile_run,Default,FEMALE,63,99,1081,2500,40,Needs Improvement
test_1_5_mile_run,Default,FEMALE,63,99,841,1080,60,Healthy Fitness Zone
test_1_5_mile_run,Default,FEMALE,63,99,390,840,90,Superior
test_single_leg_stand,Default,MALE,5,12,0,14,40,Needs Improvement
test_single_leg_stand,Default,MALE,5,12,15,34,60,Healthy Fitness Zone
test_single_leg_stand,Default,MALE,5,12,35,60,90,Superior
test_single_leg_stand,Default,FEMALE,5,12,0,16,40,Needs Improvement
test_single_leg_stand,Default,FEMALE,5,12,17,39,60,Healthy Fitness Zone
test_single_leg_stand,Default,FEMALE,5,12,40,60,90,Superior
test_single_leg_stand,Default,MALE,13,19,0,19,40,Needs Improvement
test_single_leg_stand,Default,MALE,13,19,20,44,60,Healthy Fitness Zone
test_single_leg_stand,Default,MALE,13,19,45,60,90,Superior
test_single_leg_stand,Default,FEMALE,13,19,0,21,40,Needs Improvement
test_single_leg_stand,Default,FEMALE,13,19,22,49,60,Healthy Fitness Zone
test_single_leg_stand,Default,FEMALE,13,19,50,60,90,Superior
test_single_leg_stand,Default,MALE,20,40,0,29,40,Needs Improvement
test_single_leg_stand,Default,MALE,20,40,30,49,60,Healthy Fitness Zone
test_single_leg_stand,Default,MALE,20,40,50,60,90,Superior
test_single_leg_stand,Default,FEMALE,20,40,0,31,40,Needs Improvement
test_single_leg_stand,Default,FEMALE,20,40,32,54,60,Healthy Fitness Zone
test_single_leg_stand,Default,FEMALE,20,40,55,60,90,Superior
test_single_leg_stand,Default,MALE,41,62,0,17,40,Needs Improvement
test_single_leg_stand,Default,MALE,41,62,18,34,60,Healthy Fitness Zone
test_single_leg_stand,Default,MALE,41,62,35,60,90,Superior
test_single_leg_stand,Default,FEMALE,41,62,0,19,40,Needs Improvement
test_single_leg_stand,Default,FEMALE,41,62,20,39,60,Healthy Fitness Zone
test_single_leg_stand,Default,FEMALE,41,62,40,60,90,Superior
test_single_leg_stand,Default,MALE,63,99,0,7,40,Needs Improvement
test_single_leg_stand,Default,MALE,63,99,8,19,60,Healthy Fitness Zone
test_single_leg_stand,Default,MALE,63,99,20,60,90,Superior
test_single_leg_stand,Default,FEMALE,63,99,0,8,40,Needs Improvement
test_single_leg_stand,Default,FEMALE,63,99,9,21,60,Healthy Fitness Zone
test_single_leg_stand,Default,FEMALE,63,99,22,60,90,Superior
test_600m_run,Default,MALE,5,12,181,600,40,Needs Improvement
test_600m_run,Default,MALE,5,12,141,180,60,Healthy Fitness Zone
test_600m_run,Default,MALE,5,12,90,140,90,Superior
test_600m_run,Default,FEMALE,5,12,191,600,40,Needs Improvement
test_600m_run,Default,FEMALE,5,12,151,190,60,Healthy Fitness Zone
test_600m_run,Default,FEMALE,5,12,100,150,90,Superior
test_600m_run,Default,MALE,13,19,171,600,40,Needs Improvement
test_600m_run,Default,MALE,13,19,131,170,60,Healthy Fitness Zone
test_600m_run,Default,MALE,13,19,80,130,90,Superior
test_600m_run,Default,FEMALE,13,19,181,600,40,Needs Improvement
test_600m_run,Default,FEMALE,13,19,141,180,60,Healthy Fitness Zone
test_600m_run,Default,FEMALE,13,19,90,140,90,Superior
test_600m_run,Default,MALE,20,40,181,600,40,Needs Improvement
test_600m_run,Default,MALE,20,40,141,180,60,Healthy Fitness Zone
test_600m_run,Default,MALE,20,40,90,140,90,Superior
test_600m_run,Default,FEMALE,20,40,191,600,40,Needs Improvement
test_600m_run,Default,FEMALE,20,40,151,190,60,Healthy Fitness Zone
test_600m_run,Default,FEMALE,20,40,100,150,90,Superior
test_600m_run,Default,MALE,41,62,201,600,40,Needs Improvement
test_600m_run,Default,MALE,41,62,161,200,60,Healthy Fitness Zone
test_600m_run,Default,MALE,41,62,110,160,90,Superior
test_600m_run,Default,FEMALE,41,62,211,600,40,Needs Improvement
test_600m_run,Default,FEMALE,41,62,171,210,60,Healthy Fitness Zone
test_600m_run,Default,FEMALE,41,62,120,170,90,Superior
test_600m_run,Default,MALE,63,99,241,700,40,Needs Improvement
test_600m_run,Default,MALE,63,99,191,240,60,Healthy Fitness Zone
test_600m_run,Default,MALE,63,99,130,190,90,Superior
test_600m_run,Default,FEMALE,63,99,251,700,40,Needs Improvement
test_600m_run,Default,FEMALE,63,99,201,250,60,Healthy Fitness Zone
test_600m_run,Default,FEMALE,63,99,140,200,90,Superior
test_1km_run,Default,MALE,5,12,361,1200,40,Needs Improvement
test_1km_run,Default,MALE,5,12,271,360,60,Healthy Fitness Zone
test_1km_run,Default,MALE,5,12,180,270,90,Superior
test_1km_run,Default,FEMALE,5,12,391,1200,40,Needs Improvement
test_1km_run,Default,FEMALE,5,12,301,390,60,Healthy Fitness Zone
test_1km_run,Default,FEMALE,5,12,200,300,90,Superior
test_1km_run,Default,MALE,13,19,331,1200,40,Needs Improvement
test_1km_run,Default,MALE,13,19,241,330,60,Healthy Fitness Zone
test_1km_run,Default,MALE,13,19,160,240,90,Superior
test_1km_run,Default,FEMALE,13,19,361,1200,40,Needs Improvement
test_1km_run,Default,FEMALE,13,19,271,360,60,Healthy Fitness Zone
test_1km_run,Default,FEMALE,13,19,180,270,90,Superior
test_1km_run,Default,MALE,20,40,361,1200,40,Needs Improvement
test_1km_run,Default,MALE,20,40,271,360,60,Healthy Fitness Zone
test_1km_run,Default,MALE,20,40,180,270,90,Superior
test_1km_run,Default,FEMALE,20,40,391,1200,40,Needs Improvement
test_1km_run,Default,FEMALE,20,40,301,390,60,Healthy Fitness Zone
test_1km_run,Default,FEMALE,20,40,200,300,90,Superior
test_1km_run,Default,MALE,41,62,391,1200,40,Needs Improvement
test_1km_run,Default,MALE,41,62,301,390,60,Healthy Fitness Zone
test_1km_run,Default,MALE,41,62,200,300,90,Superior
test_1km_run,Default,FEMALE,41,62,421,1200,40,Needs Improvement
test_1km_run,Default,FEMALE,41,62,331,420,60,Healthy Fitness Zone
test_1km_run,Default,FEMALE,41,62,220,330,90,Superior
test_1km_run,Default,MALE,63,99,451,1500,40,Needs Improvement
test_1km_run,Default,MALE,63,99,361,450,60,Healthy Fitness Zone
test_1km_run,Default,MALE,63,99,240,360,90,Superior
test_1km_run,Default,FEMALE,63,99,481,1500,40,Needs Improvement
test_1km_run,Default,FEMALE,63,99,391,480,60,Healthy Fitness Zone
test_1km_run,Default,FEMALE,63,99,260,390,90,Superior
test_wall_sit,Default,MALE,5,12,0,29,40,Needs Improvement
test_wall_sit,Default,MALE,5,12,30,59,60,Healthy Fitness Zone
test_wall_sit,Default,MALE,5,12,60,180,90,Superior
test_wall_sit,Default,FEMALE,5,12,0,24,40,Needs Improvement
test_wall_sit,Default,FEMALE,5,12,25,54,60,Healthy Fitness Zone
test_wall_sit,Default,FEMALE,5,12,55,180,90,Superior
test_wall_sit,Default,MALE,13,19,0,44,40,Needs Improvement
test_wall_sit,Default,MALE,13,19,45,89,60,Healthy Fitness Zone
test_wall_sit,Default,MALE,13,19,90,240,90,Superior
test_wall_sit,Default,FEMALE,13,19,0,39,40,Needs Improvement
test_wall_sit,Default,FEMALE,13,19,40,79,60,Healthy Fitness Zone
test_wall_sit,Default,FEMALE,13,19,80,240,90,Superior
test_wall_sit,Default,MALE,20,40,0,59,40,Needs Improvement
test_wall_sit,Default,MALE,20,40,60,119,60,Healthy Fitness Zone
test_wall_sit,Default,MALE,20,40,120,300,90,Superior
test_wall_sit,Default,FEMALE,20,40,0,49,40,Needs Improvement
test_wall_sit,Default,FEMALE,20,40,50,109,60,Healthy Fitness Zone
test_wall_sit,Default,FEMALE,20,40,110,300,90,Superior
test_wall_sit,Default,MALE,41,62,0,44,40,Needs Improvement
test_wall_sit,Default,MALE,41,62,45,89,60,Healthy Fitness Zone
test_wall_sit,Default,MALE,41,62,90,240,90,Superior
test_wall_sit,Default,FEMALE,41,62,0,39,40,Needs Improvement
test_wall_sit,Default,FEMALE,41,62,40,79,60,Healthy Fitness Zone
test_wall_sit,Default,FEMALE,41,62,80,240,90,Superior
test_wall_sit,Default,MALE,63,99,0,24,40,Needs Improvement
test_wall_sit,Default,MALE,63,99,25,54,60,Healthy Fitness Zone
test_wall_sit,Default,MALE,63,99,55,180,90,Superior
test_wall_sit,Default,FEMALE,63,99,0,19,40,Needs Improvement
test_wall_sit,Default,FEMALE,63,99,20,49,60,Healthy Fitness Zone
test_wall_sit,Default,FEMALE,63,99,50,180,90,Superior
test_plank_hold,Default,MALE,5,12,0,19,40,Needs Improvement
test_plank_hold,Default,MALE,5,12,20,39,60,Healthy Fitness Zone
test_plank_hold,Default,MALE,5,12,40,180,90,Superior
test_plank_hold,Default,FEMALE,5,12,0,17,40,Needs Improvement
test_plank_hold,Default,FEMALE,5,12,18,34,60,Healthy Fitness Zone
test_plank_hold,Default,FEMALE,5,12,35,180,90,Superior
test_plank_hold,Default,MALE,13,19,0,39,40,Needs Improvement
test_plank_hold,Default,MALE,13,19,40,74,60,Healthy Fitness Zone
test_plank_hold,Default,MALE,13,19,75,240,90,Superior
test_plank_hold,Default,FEMALE,13,19,0,34,40,Needs Improvement
test_plank_hold,Default,FEMALE,13,19,35,64,60,Healthy Fitness Zone
test_plank_hold,Default,FEMALE,13,19,65,240,90,Superior
test_plank_hold,Default,MALE,20,40,0,59,40,Needs Improvement
test_plank_hold,Default,MALE,20,40,60,119,60,Healthy Fitness Zone
test_plank_hold,Default,MALE,20,40,120,300,90,Superior
test_plank_hold,Default,FEMALE,20,40,0,49,40,Needs Improvement
test_plank_hold,Default,FEMALE,20,40,50,99,60,Healthy Fitness Zone
test_plank_hold,Default,FEMALE,20,40,100,300,90,Superior
test_plank_hold,Default,MALE,41,62,0,44,40,Needs Improvement
test_plank_hold,Default,MALE,41,62,45,89,60,Healthy Fitness Zone
test_plank_hold,Default,MALE,41,62,90,240,90,Superior
test_plank_hold,Default,FEMALE,41,62,0,39,40,Needs Improvement
test_plank_hold,Default,FEMALE,41,62,40,79,60,Healthy Fitness Zone
test_plank_hold,Default,FEMALE,41,62,80,240,90,Superior
test_plank_hold,Default,MALE,63,99,0,24,40,Needs Improvement
test_plank_hold,Default,MALE,63,99,25,49,60,Healthy Fitness Zone
test_plank_hold,Default,MALE,63,99,50,180,90,Superior
test_plank_hold,Default,FEMALE,63,99,0,19,40,Needs Improvement
test_plank_hold,Default,FEMALE,63,99,20,44,60,Healthy Fitness Zone
test_plank_hold,Default,FEMALE,63,99,45,180,90,Superior
test_side_plank_hold,Default,MALE,5,12,0,14,40,Needs Improvement
test_side_plank_hold,Default,MALE,5,12,15,29,60,Healthy Fitness Zone
test_side_plank_hold,Default,MALE,5,12,30,120,90,Superior
test_side_plank_hold,Default,FEMALE,5,12,0,12,40,Needs Improvement
test_side_plank_hold,Default,FEMALE,5,12,13,24,60,Healthy Fitness Zone
test_side_plank_hold,Default,FEMALE,5,12,25,120,90,Superior
test_side_plank_hold,Default,MALE,13,19,0,29,40,Needs Improvement
test_side_plank_hold,Default,MALE,13,19,30,59,60,Healthy Fitness Zone
test_side_plank_hold,Default,MALE,13,19,60,180,90,Superior
test_side_plank_hold,Default,FEMALE,13,19,0,24,40,Needs Improvement
test_side_plank_hold,Default,FEMALE,13,19,25,49,60,Healthy Fitness Zone
test_side_plank_hold,Default,FEMALE,13,19,50,180,90,Superior
test_side_plank_hold,Default,MALE,20,40,0,39,40,Needs Improvement
test_side_plank_hold,Default,MALE,20,40,40,79,60,Healthy Fitness Zone
test_side_plank_hold,Default,MALE,20,40,80,240,90,Superior
test_side_plank_hold,Default,FEMALE,20,40,0,34,40,Needs Improvement
test_side_plank_hold,Default,FEMALE,20,40,35,69,60,Healthy Fitness Zone
test_side_plank_hold,Default,FEMALE,20,40,70,240,90,Superior
test_side_plank_hold,Default,MALE,41,62,0,29,40,Needs Improvement
test_side_plank_hold,Default,MALE,41,62,30,59,60,Healthy Fitness Zone
test_side_plank_hold,Default,MALE,41,62,60,180,90,Superior
test_side_plank_hold,Default,FEMALE,41,62,0,24,40,Needs Improvement
test_side_plank_hold,Default,FEMALE,41,62,25,49,60,Healthy Fitness Zone
test_side_plank_hold,Default,FEMALE,41,62,50,180,90,Superior
test_side_plank_hold,Default,MALE,63,99,0,14,40,Needs Improvement
test_side_plank_hold,Default,MALE,63,99,15,34,60,Healthy Fitness Zone
test_side_plank_hold,Default,MALE,63,99,35,120,90,Superior
test_side_plank_hold,Default,FEMALE,63,99,0,12,40,Needs Improvement
test_side_plank_hold,Default,FEMALE,63,99,13,29,60,Healthy Fitness Zone
test_side_plank_hold,Default,FEMALE,63,99,30,120,90,Superior
test_hollow_hold,Default,MALE,5,12,0,14,40,Needs Improvement
test_hollow_hold,Default,MALE,5,12,15,29,60,Healthy Fitness Zone
test_hollow_hold,Default,MALE,5,12,30,120,90,Superior
test_hollow_hold,Default,FEMALE,5,12,0,12,40,Needs Improvement
test_hollow_hold,Default,FEMALE,5,12,13,24,60,Healthy Fitness Zone
test_hollow_hold,Default,FEMALE,5,12,25,120,90,Superior
test_hollow_hold,Default,MALE,13,19,0,24,40,Needs Improvement
test_hollow_hold,Default,MALE,13,19,25,49,60,Healthy Fitness Zone
test_hollow_hold,Default,MALE,13,19,50,180,90,Superior
test_hollow_hold,Default,FEMALE,13,19,0,19,40,Needs Improvement
test_hollow_hold,Default,FEMALE,13,19,20,44,60,Healthy Fitness Zone
test_hollow_hold,Default,FEMALE,13,19,45,180,90,Superior
test_hollow_hold,Default,MALE,20,40,0,39,40,Needs Improvement
test_hollow_hold,Default,MALE,20,40,40,79,60,Healthy Fitness Zone
test_hollow_hold,Default,MALE,20,40,80,240,90,Superior
test_hollow_hold,Default,FEMALE,20,40,0,34,40,Needs Improvement
test_hollow_hold,Default,FEMALE,20,40,35,69,60,Healthy Fitness Zone
test_hollow_hold,Default,FEMALE,20,40,70,240,90,Superior
test_hollow_hold,Default,MALE,41,62,0,29,40,Needs Improvement
test_hollow_hold,Default,MALE,41,62,30,59,60,Healthy Fitness Zone
test_hollow_hold,Default,MALE,41,62,60,180,90,Superior
test_hollow_hold,Default,FEMALE,41,62,0,24,40,Needs Improvement
test_hollow_hold,Default,FEMALE,41,62,25,49,60,Healthy Fitness Zone
test_hollow_hold,Default,FEMALE,41,62,50,180,90,Superior
test_hollow_hold,Default,MALE,63,99,0,14,40,Needs Improvement
test_hollow_hold,Default,MALE,63,99,15,34,60,Healthy Fitness Zone
test_hollow_hold,Default,MALE,63,99,35,120,90,Superior
test_hollow_hold,Default,FEMALE,63,99,0,12,40,Needs Improvement
test_hollow_hold,Default,FEMALE,63,99,13,29,60,Healthy Fitness Zone
test_hollow_hold,Default,FEMALE,63,99,30,120,90,Superior
test_bodyweight_squat,Default,MALE,13,19,0,29,40,Needs Improvement
test_bodyweight_squat,Default,MALE,13,19,30,49,60,Healthy Fitness Zone
test_bodyweight_squat,Default,MALE,13,19,50,100,90,Superior
test_bodyweight_squat,Default,FEMALE,13,19,0,24,40,Needs Improvement
test_bodyweight_squat,Default,FEMALE,13,19,25,44,60,Healthy Fitness Zone
test_bodyweight_squat,Default,FEMALE,13,19,45,100,90,Superior
test_bodyweight_squat,Default,MALE,20,40,0,34,40,Needs Improvement
test_bodyweight_squat,Default,MALE,20,40,35,59,60,Healthy Fitness Zone
test_bodyweight_squat,Default,MALE,20,40,60,120,90,Superior
test_bodyweight_squat,Default,FEMALE,20,40,0,29,40,Needs Improvement
test_bodyweight_squat,Default,FEMALE,20,40,30,54,60,Healthy Fitness Zone
test_bodyweight_squat,Default,FEMALE,20,40,55,120,90,Superior
test_bodyweight_squat,Default,MALE,41,62,0,29,40,Needs Improvement
test_bodyweight_squat,Default,MALE,41,62,30,49,60,Healthy Fitness Zone
test_bodyweight_squat,Default,MALE,41,62,50,100,90,Superior
test_bodyweight_squat,Default,FEMALE,41,62,0,24,40,Needs Improvement
test_bodyweight_squat,Default,FEMALE,41,62,25,44,60,Healthy Fitness Zone
test_bodyweight_squat,Default,FEMALE,41,62,45,100,90,Superior
test_bodyweight_squat,Default,MALE,63,99,0,14,40,Needs Improvement
test_bodyweight_squat,Default,MALE,63,99,15,29,60,Healthy Fitness Zone
test_bodyweight_squat,Default,MALE,63,99,30,80,90,Superior
test_bodyweight_squat,Default,FEMALE,63,99,0,11,40,Needs Improvement
test_bodyweight_squat,Default,FEMALE,63,99,12,24,60,Healthy Fitness Zone
test_bodyweight_squat,Default,FEMALE,63,99,25,80,90,Superior
test_burpee,Default,MALE,5,12,0,9,40,Needs Improvement
test_burpee,Default,MALE,5,12,10,19,60,Healthy Fitness Zone
test_burpee,Default,MALE,5,12,20,50,90,Superior
test_burpee,Default,FEMALE,5,12,0,7,40,Needs Improvement
test_burpee,Default,FEMALE,5,12,8,17,60,Healthy Fitness Zone
